tumbol_ID,Shop / Other public location,Government Official,Shop,"restaurant, pub, bar","hotel, inn, resort","hospital, clinic, healthcare office",7-11,Bus stop,"school, university, education places",No icon,village,Pharmacy,"condominium, flat, apartment",Coffee Shop,government office,Factory,House / Residence,travel spot,building,temple,Car Care,USO telephone (NTC),"shopping malls, department stores, supermarkets",Nightlife,"sport center, sport places",Tesco Lotus,spa,Krungthai Bank,PTT gas station,Gas station,Gold Shop,Cafe' Amazon,PT gas station,police station,BigC Supermarket,Kasikorn Bank,Toyota,Siam Commercial Bank
110110,3.625595018432018e-05,0.0001082424009251,3.625595018432018e-05,8.670514504877719e-05,0.0002575589768054,0.0002485027841831,0.0001085533567562,0.000101174468685,0.0002449164117255,0.0001202588467906,0.0001081096241737,5.393184872331432e-05,0.0001625686781232,0.0001460922722596,0.000108592894026,6.26789080850915e-05,0.0002259816931825,0.0005214834217891,0.0002576255588308,0.0006175168177673,0.00014351926579,inf,0.0003160136371736,0.0004749323053555,0.0001317698711981,0.000253490638719,0.0001593249091185,0.0003629133251846,0.0001858960082296,0.0006822280619505,0.0004686856910352,0.0002960981562959,0.0008975412547376,0.000717450467563,0.0001474361989782,0.0002726219317501,0.0008270109542893,0.0002393477965393
110111,3.7955863881953065e-05,5.89410253515122e-05,3.7955863881953065e-05,0.0002199381665239,0.0003681747925177,0.0001237859906653,3.215523144102705e-05,0.0001536886041284,0.0001211231650324,0.0002277927477219,7.655998408396275e-05,3.573346317528464e-05,6.490804497417939e-05,0.0003427059781396,0.0002431193389054,0.0001416276031429,0.0002268419656921,0.0003189218629177,0.0002262879844363,0.0005169173690253,0.0003598310232126,inf,0.0002199993264926,0.0004456160028215,0.0004868660272238,0.0003029728846272,0.0003651339212035,0.0003995420658081,0.0003501244556027,0.0005615357657415,0.0003418676910602,0.0003673906967575,0.0007792251878675,0.0002231190186549,4.249980542834631e-05,3.4901055218355425e-05,0.0003525258347029,2.97346090481667e-05
110152,3.7955863881953065e-05,5.89410253515122e-05,3.7955863881953065e-05,0.0002199381665239,0.0003681747925177,0.0001237859906653,3.215523144102705e-05,0.0001536886041284,0.0001211231650324,0.0002277927477219,7.655998408396275e-05,3.573346317528464e-05,6.490804497417939e-05,0.0003427059781396,0.0002431193389054,0.0001416276031429,0.0002268419656921,0.0003189218629177,0.0002262879844363,0.0005169173690253,0.0003598310232126,inf,0.0002199993264926,0.0004456160028215,0.0004868660272238,0.0003029728846272,0.0003651339212035,0.0003995420658081,0.0003501244556027,0.0005615357657415,0.0003418676910602,0.0003673906967575,0.0007792251878675,0.0002231190186549,4.249980542834631e-05,3.4901055218355425e-05,0.0003525258347029,2.97346090481667e-05
110153,3.7955863881953065e-05,5.89410253515122e-05,3.7955863881953065e-05,0.0002199381665239,0.0003681747925177,0.0001237859906653,3.215523144102705e-05,0.0001536886041284,0.0001211231650324,0.0002277927477219,7.655998408396275e-05,3.573346317528464e-05,6.490804497417939e-05,0.0003427059781396,0.0002431193389054,0.0001416276031429,0.0002268419656921,0.0003189218629177,0.0002262879844363,0.0005169173690253,0.0003598310232126,inf,0.0002199993264926,0.0004456160028215,0.0004868660272238,0.0003029728846272,0.0003651339212035,0.0003995420658081,0.0003501244556027,0.0005615357657415,0.0003418676910602,0.0003673906967575,0.0007792251878675,0.0002231190186549,4.249980542834631e-05,3.4901055218355425e-05,0.0003525258347029,2.97346090481667e-05
110154,3.7955863881953065e-05,5.89410253515122e-05,3.7955863881953065e-05,0.0002199381665239,0.0003681747925177,0.0001237859906653,3.215523144102705e-05,0.0001536886041284,0.0001211231650324,0.0002277927477219,7.655998408396275e-05,3.573346317528464e-05,6.490804497417939e-05,0.0003427059781396,0.0002431193389054,0.0001416276031429,0.0002268419656921,0.0003189218629177,0.0002262879844363,0.0005169173690253,0.0003598310232126,inf,0.0002199993264926,0.0004456160028215,0.0004868660272238,0.0003029728846272,0.0003651339212035,0.0003995420658081,0.0003501244556027,0.0005615357657415,0.0003418676910602,0.0003673906967575,0.0007792251878675,0.0002231190186549,4.249980542834631e-05,3.4901055218355425e-05,0.0003525258347029,2.97346090481667e-05
110203,2.0526576376679995e-05,4.6412573036607744e-05,2.0526576376679995e-05,5.9739843918804845e-05,0.0008747712482436,1.2221877792615335e-05,2.5182207840600037e-05,2.2492269603240677e-05,0.0003558842616961,0.0001167136048633,0.0003845245343924,1.216385569705583e-05,0.0008476177076175,0.0001839300082617,0.0003370542978402,2.5194716754212063e-05,0.0019001658121758,0.0008926652885219,0.0002368368913292,0.0003740981147097,1.6983665537522008e-05,inf,0.0007602153738048,0.0013266581531936,0.0002086201469673,0.0011242682016293,0.0011290250059594,0.0011242469853068,0.0001755664937553,0.0016336596292518,0.0011199039499912,0.0001869602592566,0.0009212634741249,0.0002047345916756,0.0001132057365654,0.0017611208897589,0.0011154483783844,0.0011284273918269
110207,0.0002485964900337,0.0001822808338692,0.0002285905089855,0.000233905687691,0.0003274612493104,0.0003411539534599,0.0002666728572119,8.612298610471497e-05,0.000287378284633,0.0002594610919036,0.0003805428663881,0.0006463623732872,0.0003432458121303,0.0003390108060417,0.0005765765186904,0.0002900113921379,0.0011719076218449,0.0006529391158356,0.0006952196502269,0.0004004309959235,0.0003198573000243,inf,0.000664750895262,0.0019318547407751,0.0002152876832688,0.0006831468041143,0.001572034430654,0.0018684339136392,0.0012189309706617,0.000574516932884,0.0018667230760745,0.0016857805321698,0.0003160315252267,0.0002672327396386,0.000677839182254,0.0013139697001166,0.0016727701199862,0.0016574384869532
110208,0.0002417338942341,0.0001888204160351,0.0002417338942341,0.0002743969355281,0.0002368658992944,0.0004183294761965,0.0005129381847188,0.0007090886258445,0.0002927260244859,0.0004295558245139,0.0005054317272104,0.0003402900780778,0.0010973253607717,0.0009825830677515,8.069412146619207e-05,0.0003404582596003,0.0015483588091735,0.0007504374602403,0.0007172752699291,0.0013229591329008,0.0008378793384094,inf,0.001040493043465,0.001571842277246,0.0012530238869508,0.0007066676964123,0.0018576676642225,0.0014788231707489,0.0009895247111081,0.0017762658909718,0.0015592544757012,0.0009721646551624,0.0011742088711389,0.0012148421634964,0.001009791277035,0.0006973984318937,0.0013816647777704,0.0016373391295019
110251,0.0002417338942341,0.0001888204160351,0.0002417338942341,0.0002743969355281,0.0002368658992944,0.0004183294761965,0.0005129381847188,0.0007090886258445,0.0002927260244859,0.0004295558245139,0.0005054317272104,0.0003402900780778,0.0010973253607717,0.0009825830677515,8.069412146619207e-05,0.0003404582596003,0.0015483588091735,0.0007504374602403,0.0007172752699291,0.0013229591329008,0.0008378793384094,inf,0.001040493043465,0.001571842277246,0.0012530238869508,0.0007066676964123,0.0018576676642225,0.0014788231707489,0.0009895247111081,0.0017762658909718,0.0015592544757012,0.0009721646551624,0.0011742088711389,0.0012148421634964,0.001009791277035,0.0006973984318937,0.0013816647777704,0.0016373391295019
110301,6.28712036063762e-05,0.0002097762692815,6.28712036063762e-05,0.0001083184406231,8.586445554139076e-05,0.0001382226071198,0.0001401644353652,0.0001374008636791,0.0001071103719746,0.0001998607138799,3.384723435333999e-05,0.0001347600835831,9.78770957267757e-05,0.0001659062595936,0.0002222761103059,0.0001732177886669,0.0002165925965998,0.0003193403746784,0.0001440155101614,0.0007954298245901,0.0001701108960842,inf,0.0002417642710894,0.0002087713867864,0.0002494789746516,0.0002584685397436,0.0003839278905332,0.0003466687724663,0.0002769198685381,0.0001764862706804,0.0004101786845808,0.000397951001889,0.0006800018965229,0.000296613625757,0.0002505427514976,0.0004016062258561,0.00030737712824,0.0003432297453429
