tumbol_ID,poverty_rate_living
110110,0.12115012114924206
110111,0.11201013294397288
110152,0.11201013294397288
110153,0.11201013294397288
110154,0.11201013294397288
110203,0.14267932138457556
110207,0.13906445639801956
110208,0.14475674267307304
110251,0.14475674267307304
110301,0.12296076784860988
110302,0.11940196936944308
110351,0.11940196936944308
110408,0.1093056936459671
110410,0.11097910264769678
110413,0.10883104506361146
110451,0.10883104506361146
110551,0.10883104506361146
110552,0.10883104506361146
110602,0.13112933167015917
110603,0.13238635319098752
120106,0.10489787680487839
120151,0.10489787680487839
120204,0.10307777343851438
120206,0.10284368353627249
120207,0.10259038501087109
120303,0.10436787490587346
120306,0.10270125759324905
120405,0.10823359137454053
120407,0.10603918582292982
120451,0.10603918582292982
120501,0.10717881987289951
120506,0.10738530870605778
120507,0.10518165252988049
120608,0.10831213863663319
120609,0.10740039952283953
120611,0.10852291999263436
130105,0.1180349566808252
130106,0.11345761799546517
130112,0.11501314013186642
130151,0.11501314013186642
130152,0.11501314013186642
130153,0.11501314013186642
130204,0.12933596606860964
130206,0.13318787202688082
130252,0.13318787202688082
130351,0.13318787202688082
130353,0.13318787202688082
130401,0.1394908731515892
130403,0.14257425604955687
130451,0.14257425604955687
130502,0.11045429643968074
130504,0.11437354764857122
130506,0.11390798897159404
130605,0.1355742989650377
130607,0.1401245295564621
130608,0.14159485146308343
130651,0.14159485146308343
130704,0.11820078121682831
130705,0.11661852075109291
130708,0.11975969167440331
130710,0.12059286531088087
130711,0.11869249381760066
140109,0.13308552880950908
140111,0.13194084607743267
140114,0.1335887467217095
140115,0.1331305243860298
140117,0.1341163897124497
140119,0.13255636533701298
140121,0.13127688969325024
140204,0.14940115902953927
140210,0.14936495581971243
140251,0.14936495581971243
140252,0.14936495581971243
140308,0.14267299425174162
140309,0.1403400091764534
140310,0.1384768702067702
140311,0.1449986769007771
140351,0.1449986769007771
140402,0.12229880923424408
140403,0.12489029286247805
140404,0.1251301094502606
140407,0.12697107889481557
140411,0.1282977028066325
140417,0.12003074681579162
140419,0.12352365983390862
140421,0.12352365983390862
140503,0.1323044024496316
140506,0.12949311697010207
140507,0.12829578102089706
140508,0.1283684106536972
140509,0.12707371928430544
140512,0.1298490485535
140604,0.13336850458529242
140605,0.12599307043777536
140606,0.12883633109378756
140608,0.12942527441234003
140611,0.12549952760573851
140613,0.1278676553189525
140615,0.13292855881839855
140702,0.13619022163230055
140703,0.13768481821772122
140704,0.13907617076743034
140707,0.13843462440429655
140708,0.1373160806627453
140715,0.1345459278671654
140751,0.1345459278671654
140803,0.13295998324309066
140807,0.1258512764284817
140810,0.1262215284058909
140814,0.12782063840986024
140815,0.13069952561319303
140816,0.12932668670565545
140906,0.14529069716024012
140907,0.14277865483097274
140908,0.1429060424660295
141002,0.1148662247779123
141003,0.11362487848237934
141004,0.11714318682836544
141103,0.13423487041503362
141106,0.1287452598114286
141108,0.13919593973127914
141151,0.13919593973127914
141206,0.12739352516843966
141207,0.11982148342260118
141208,0.12592725977020086
141209,0.12481324449341824
141215,0.11765929655534291
141216,0.12279278050439985
141302,0.12173636445354824
141303,0.12268683097649163
141304,0.12453101470158684
141401,0.13655421123438777
141402,0.13809803586130825
141407,0.14157031264928027
141410,0.13639539707792736
141451,0.13639539707792736
141501,0.13971564277474535
141502,0.14168190482088044
141506,0.14439806840957908
141507,0.14251394602458822
141509,0.14233449075234061
141603,0.1462241818812008
141651,0.1462241818812008
150108,0.1397997916092404
150111,0.13719017858591198
150113,0.13784832592360158
150114,0.14025691138747404
150151,0.14025691138747404
150205,0.14307811423974215
150206,0.14380770123583375
150207,0.14384167767766548
150209,0.1449340520507758
150303,0.13697895111107228
150305,0.13420679910865552
150308,0.13264760749031157
150402,0.14081126430587948
150403,0.13975939827245182
150405,0.13553177900219165
150407,0.13745230246490253
150411,0.13819224766337818
150412,0.13959843006350015
150414,0.1418888356957797
150505,0.13979837739257356
150506,0.14345949600950014
150507,0.14264105750873107
150604,0.12893617474482433
150608,0.13165804870893505
150611,0.13416792361676283
150612,0.13638331764026151
150615,0.13180254338532316
150651,0.13180254338532316
150652,0.13180254338532316
150701,0.13254367419385676
150704,0.13061326973578347
160104,0.14919548122871396
160110,0.15024533045482613
160112,0.15204859762917444
160114,0.15835526197351557
160116,0.1615411175281084
160117,0.15489432126473174
160121,0.1556865146565944
160123,0.1485668681075069
160203,0.1828101305013914
160205,0.17941023927080874
160207,0.178247892915124
160209,0.1859622204250868
160302,0.17424450675345043
160303,0.1691559224019959
160309,0.1757194774448061
160310,0.17969404807685313
160318,0.16810177083172356
160322,0.172582258849876
160402,0.18857003811620793
160405,0.1841032957070105
160408,0.18589920270171478
160411,0.1986212552157789
160412,0.20069346653085102
160417,0.19524789474506343
160418,0.1862106270572682
160503,0.1527242846115553
160505,0.15240186366174002
160507,0.15334917195415348
160508,0.14922981773412952
160510,0.14922981773412952
160602,0.164006478114042
160603,0.16308610786405264
160610,0.16689006503316578
160611,0.15993126221520793
160613,0.15573942032009525
160615,0.17260658463989154
160617,0.16393342370607855
160621,0.16739913736872547
160701,0.1880903534963148
160703,0.19196595940845274
160751,0.19196595940845274
160801,0.181926817344492
160805,0.182737802908072
160902,0.19049523453066836
160903,0.193017601316187
161003,0.20233881527112674
161004,0.2094309591671183
161101,0.1754154923133186
161103,0.1824362505232089
161106,0.17562048070601882
170102,0.15201315165732932
170104,0.15099490228547335
170108,0.15016018868770148
170204,0.14867791108390932
170205,0.1502966871714813
170207,0.14608833097240492
170302,0.14291014233646182
170303,0.1462912827673522
170403,0.14804717267213563
170405,0.14939246553941232
170407,0.14764017143073027
170502,0.1440542980037609
170504,0.1457806970022138
170601,0.15373348543420512
170606,0.15556869523940053
170609,0.15208826261479563
170610,0.1583897787900217
180102,0.15609670613306048
180107,0.15957366260882355
180109,0.15095998640998531
180151,0.15095998640998531
180203,0.1636875866420951
180206,0.16568315668224937
180207,0.16267073455992875
180304,0.15678404960485343
180311,0.14819425930664898
180351,0.14819425930664898
180401,0.1560600266678293
180403,0.1594453105618529
180404,0.1552570048785325
180405,0.15732780187291245
180501,0.14894038638006307
180506,0.14571226647395463
180508,0.1532889719808342
180551,0.1532889719808342
180605,0.14201401250243673
180608,0.1446279375320308
180609,0.1412831432725027
180611,0.1464940466674089
180701,0.14581950298396112
180702,0.14977925133307052
180803,0.13598590336052468
190109,0.15637541521476184
190112,0.16259558876742564
190114,0.16178687082538662
190151,0.16178687082538662
190204,0.16353841220330656
190205,0.17055856019076243
190207,0.16789129188418112
190209,0.16891137441447818
190210,0.1702365465728488
190213,0.17044419957504198
190302,0.1489753437573343
190304,0.14820960176457865
190305,0.15571864438517596
190307,0.14765548988659344
190314,0.1526347982994617
190317,0.14898555648426076
190318,0.14797518905570323
190401,0.15278540156627018
190402,0.1592482390705353
190501,0.1503145917583401
190502,0.15137782210758977
190505,0.14906479823167235
190507,0.1506170622919717
190601,0.15266778474939952
190603,0.15439925190393172
190606,0.14996801635275586
190607,0.14742321020425636
190701,0.1467939107490952
190703,0.14573751778069066
190802,0.15556048296602054
190803,0.15131842080941216
190904,0.16073991240837798
190905,0.163914057852228
190908,0.15841903120805317
191003,0.159008544855417
191005,0.15736304965135028
191006,0.15972066035336413
191009,0.15430490314045991
191011,0.15508849713899386
191102,0.1768758132046746
191104,0.18821834106684188
191203,0.18362498208772637
191302,0.162984312188517
191304,0.1638837114270325
200106,0.16506876107856022
200110,0.15681829735257602
200113,0.15901496761165895
200115,0.15797022501513475
200116,0.1555462290247232
200117,0.15385386198281326
200152,0.15385386198281326
200153,0.15385386198281326
200201,0.16936521179052538
200207,0.1804703796797647
200208,0.18290651007806052
200252,0.18290651007806052
200301,0.19374228884986067
200305,0.19934523263557247
200403,0.1729285351985046
200405,0.18301026027110412
200451,0.18301026027110412
200502,0.16295147580132252
200503,0.16574059011363002
200506,0.161888458396453
200507,0.15991243166107277
200510,0.15926150566222058
200605,0.17645080358238907
200607,0.17223440152070046
200608,0.16531336324801738
200617,0.1757153130897171
200620,0.16326188986919105
200621,0.16929404063355352
200651,0.16929404063355352
200706,0.17792473772911432
200708,0.17976632653932495
200751,0.17976632653932495
200902,0.18598173999027784
200905,0.19513465670269192
200956,0.19513465670269192
201001,0.20032068760743443
201003,0.18362691953213978
201005,0.198286093982801
201102,0.1799972391956674
201152,0.1799972391956674
210102,0.20902981426507944
210105,0.21556080032051478
210109,0.20543750368143576
210111,0.20526560461230892
210151,0.20526560461230892
210152,0.20526560461230892
210201,0.19282983581470942
210202,0.19835633971891148
210305,0.2227474317343643
210308,0.21865408824463206
210310,0.22460108627145076
210311,0.2238527956375172
210317,0.21337664879048102
210351,0.21337664879048102
210403,0.2048790837814104
210451,0.2048790837814104
210502,0.2011139245387396
210503,0.20415861863603735
210505,0.20601878601714885
210604,0.19572203428761925
210606,0.19588567951141816
210652,0.19588567951141816
210703,0.2150131454930968
210704,0.2104305984681561
210802,0.20009473118296167
210804,0.19208010570193568
220103,0.24346634403666637
