,Shop / Other public location,Government Official,Shop,"restaurant, pub, bar","hotel, inn, resort","hospital, clinic, healthcare office",7-11,Bus stop,"school, university, education places",No icon,village,Pharmacy,"condominium, flat, apartment",Coffee Shop,government office,Factory,House / Residence,travel spot,building,temple,Car Care,USO telephone (NTC),"shopping malls, department stores, supermarkets",Nightlife,"sport center, sport places",Tesco Lotus,spa,Krungthai Bank,PTT gas station,Gas station,Gold Shop,Cafe' Amazon,PT gas station,police station,BigC Supermarket,Kasikorn Bank,Toyota,Siam Commercial Bank
0,6.053478701925489e-05,6.780971828142292e-05,1.3790464815063562e-05,0.0001516728247683089,0.0003414100945896655,0.00014331088333450275,4.507096929103485e-05,7.412872635953614e-06,0.00015607641207175584,0.00017917468547986757,4.577901058243264e-05,0.0001487832534617991,0.00015621904470837912,0.0001357782015547335,0.0001566855799023594,0.0001556600498167514,0.00043118968565530565,0.00040922103174819986,0.00015658579079454497,0.000696451543102967,0.00029234488928350414,inf,0.0003895487021893303,0.00017137448531832862,0.0002725860015879517,0.00026332754041874566,0.00041131240757015243,0.00035868711906294836,0.00024668122730329094,0.0004060997275017379,0.0005489850262001932,0.00024099661526589042,0.0005547881514627535,0.00047825281460818595,0.0002983958896676087,0.0003144492684565341,0.00016668283185779323,0.000309327472766821
1,3.172713372706282e-05,2.6920724716017913e-05,3.172713372706282e-05,1.7917331307751275e-05,0.0002473537800656559,4.06261441316082e-05,4.548113781132609e-05,2.2167333048717883e-05,2.633062539672869e-05,5.966933241553921e-05,1.1885251076869082e-05,3.5212635115051155e-05,4.903754309951396e-05,3.357780304251103e-05,0.00012314488490827364,5.2186586245489895e-05,0.0004834580224780111,0.00016370728651346247,4.796353951613197e-05,0.00040421416735846917,0.0001856079131249354,inf,0.00023556390454875076,0.00014944752442434215,0.00014225649823019546,5.6470127868269995e-05,0.00036088917388903694,0.0001532788373423914,0.00015315210498112025,0.00012930451719418343,0.00029826803693113846,5.232121329247674e-05,0.000489723041106752,0.0006721188959896374,7.579596061282942e-05,6.149827194313868e-05,5.217370132153995e-05,0.00029773405703094807
2,5.373352058839644e-05,2.2576284201502368e-05,5.373352058839644e-05,8.144119606999002e-05,0.0003787661409599124,9.550537783190025e-05,5.407227711834532e-05,2.7163579448470614e-05,0.000275135078909753,0.00015430632188093786,3.774760909521175e-05,5.631887317340839e-05,0.0003009850791633118,0.0003131197841743211,0.0004257474017035502,5.5355814040719836e-05,0.0005505318848005765,0.0005020884628045057,0.0002976955208176745,0.0009996733411351561,0.0005617269434156816,inf,6.386142093691224e-05,0.0008304818975614812,0.00010236242428803183,6.079949777237134e-05,0.0007368578758113652,0.0007853881304051839,0.00043106896737808936,7.657332080127662e-05,0.0007787117842818139,0.0006618452186679815,0.0007899523728623153,6.956247294653916e-05,5.962997962277229e-05,0.0003530604112331036,0.0008052783294097248,0.0004289023161748925
3,5.373352058839644e-05,2.2576284201502368e-05,5.373352058839644e-05,8.144119606999002e-05,0.0003787661409599124,9.550537783190025e-05,5.407227711834532e-05,2.7163579448470614e-05,0.000275135078909753,0.00015430632188093786,3.774760909521175e-05,5.631887317340839e-05,0.0003009850791633118,0.0003131197841743211,0.0004257474017035502,5.5355814040719836e-05,0.0005505318848005765,0.0005020884628045057,0.0002976955208176745,0.0009996733411351561,0.0005617269434156816,inf,6.386142093691224e-05,0.0008304818975614812,0.00010236242428803183,6.079949777237134e-05,0.0007368578758113652,0.0007853881304051839,0.00043106896737808936,7.657332080127662e-05,0.0007787117842818139,0.0006618452186679815,0.0007899523728623153,6.956247294653916e-05,5.962997962277229e-05,0.0003530604112331036,0.0008052783294097248,0.0004289023161748925
4,5.373352058839644e-05,2.2576284201502368e-05,5.373352058839644e-05,8.144119606999002e-05,0.0003787661409599124,9.550537783190025e-05,5.407227711834532e-05,2.7163579448470614e-05,0.000275135078909753,0.00015430632188093786,3.774760909521175e-05,5.631887317340839e-05,0.0003009850791633118,0.0003131197841743211,0.0004257474017035502,5.5355814040719836e-05,0.0005505318848005765,0.0005020884628045057,0.0002976955208176745,0.0009996733411351561,0.0005617269434156816,inf,6.386142093691224e-05,0.0008304818975614812,0.00010236242428803183,6.079949777237134e-05,0.0007368578758113652,0.0007853881304051839,0.00043106896737808936,7.657332080127662e-05,0.0007787117842818139,0.0006618452186679815,0.0007899523728623153,6.956247294653916e-05,5.962997962277229e-05,0.0003530604112331036,0.0008052783294097248,0.0004289023161748925
5,5.373352058839644e-05,2.2576284201502368e-05,5.373352058839644e-05,8.144119606999002e-05,0.0003787661409599124,9.550537783190025e-05,5.407227711834532e-05,2.7163579448470614e-05,0.000275135078909753,0.00015430632188093786,3.774760909521175e-05,5.631887317340839e-05,0.0003009850791633118,0.0003131197841743211,0.0004257474017035502,5.5355814040719836e-05,0.0005505318848005765,0.0005020884628045057,0.0002976955208176745,0.0009996733411351561,0.0005617269434156816,inf,6.386142093691224e-05,0.0008304818975614812,0.00010236242428803183,6.079949777237134e-05,0.0007368578758113652,0.0007853881304051839,0.00043106896737808936,7.657332080127662e-05,0.0007787117842818139,0.0006618452186679815,0.0007899523728623153,6.956247294653916e-05,5.962997962277229e-05,0.0003530604112331036,0.0008052783294097248,0.0004289023161748925
6,5.373352058839644e-05,2.2576284201502368e-05,5.373352058839644e-05,8.144119606999002e-05,0.0003787661409599124,9.550537783190025e-05,5.407227711834532e-05,2.7163579448470614e-05,0.000275135078909753,0.00015430632188093786,3.774760909521175e-05,5.631887317340839e-05,0.0003009850791633118,0.0003131197841743211,0.0004257474017035502,5.5355814040719836e-05,0.0005505318848005765,0.0005020884628045057,0.0002976955208176745,0.0009996733411351561,0.0005617269434156816,inf,6.386142093691224e-05,0.0008304818975614812,0.00010236242428803183,6.079949777237134e-05,0.0007368578758113652,0.0007853881304051839,0.00043106896737808936,7.657332080127662e-05,0.0007787117842818139,0.0006618452186679815,0.0007899523728623153,6.956247294653916e-05,5.962997962277229e-05,0.0003530604112331036,0.0008052783294097248,0.0004289023161748925
7,0.00015546744424919573,0.00018505861387533751,0.00015546744424919573,0.00020926875106333875,0.00021759713791096833,0.0006346965387369869,0.00025680269846843135,3.141937782015355e-05,0.00025621216198326395,0.0003541982643427042,3.4014364510303604e-05,0.00027970797908900786,0.00020897756688044718,0.0002105007748854903,0.0006211868841320293,0.00012315544844421626,0.0009760990773003617,0.00036652081566126494,0.0005425067049052825,0.0008648929325271421,0.0009143109543343931,inf,0.0005120389204922464,0.0012705226609747175,0.0005886951547640052,0.0006189629166536742,0.00064601311433758,0.0007784762567343552,0.0010676396255450621,0.0011238393021424425,0.000781292060579374,0.0010689563153542044,0.000495645053145776,0.0006009220850455412,0.000614687574966066,0.0015169672163999621,0.0006794877908444315,0.0006428188710141517
8,0.00015183802301578392,0.00020976913695406403,0.00015183802301578392,0.0005684472171365474,0.0004193814715359567,0.0002398844936483268,0.0006463744154455671,0.0003348291971928048,0.0003563204976092925,0.0006384798091709611,0.0008203783657074467,0.0006467086389952852,0.0006552683923284859,0.0007000415204136041,0.000383267612058661,0.0003410919403164053,0.001491991468877562,0.000784584732246595,0.0012887227571395342,0.0009465363402858546,0.0010164254697384333,inf,0.0013570166002565165,0.00206873303426134,0.0009115381378830703,0.0009768391609490266,0.0015187794206092352,0.001634340294737332,0.0011548819533113055,0.0012722122311463614,0.0016357811580791036,0.0011426888777926263,0.0007208099559200164,0.000740211608263875,0.0011411748995040667,0.0009544757899683739,0.0015469844439444712,0.0015157893274357751
9,3.2893592515119995e-05,0.00020162579850260492,1.2272345650706218e-05,0.0001426577297061011,0.00046249449641292745,0.0004858046456113082,0.00029135005870486194,0.0002766363762127091,0.0004515339543329784,0.0003871039802908233,0.0002301375402496742,0.00038155293608210924,0.00042925199246323113,0.0007684925748423816,0.0005572959912937333,9.13975162078145e-05,0.0014536123986730986,0.00031292447015988554,0.00034439732962622424,0.0006136768904472447,0.0005556703680352028,inf,0.0005365792558108906,0.0005657211921536021,0.0004773748790215915,0.0005509645710065483,0.0008780545851609425,0.0005423420146575363,0.0005724153007413581,0.0005826834226978719,0.0007465209847553293,0.0005618781243787725,0.0010440515090599939,0.0009688791182541746,0.000562435464875676,0.0010785472066003792,0.0008171660800729639,0.0005532409659559563
